Category,Name,Product URL,Image URL,Description
ganga-cp-bath-fittings,009 – Metropole Flush Valve (Concealed Body) With Control Cock (32mm) Operation Plate (Round) 1.25″,https://gangabathfittings.com/product/009-metropole-flush-valve-concealed-body-with-control-cock-32mm-operation-plate-round-1-25-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/009-2-450x450.jpg,Catalogue No : 009
ganga-cp-bath-fittings,010 – Metropole Flush Valve (Cocealed Body) With Control Cock (25mm) Operation Plate (Round) 1″,https://gangabathfittings.com/product/010-metropole-flush-valve-cocealed-body-with-control-cock-25mm-operation-plate-round-1/,https://gangabathfittings.com/wp-content/uploads/2023/06/010-1-450x450.jpg,Catalogue No : 010
ganga-cp-bath-fittings,010 – Metropole Flush Valve (Concealed Body) With Control Cock (25mm) Operation Plate (Round) 1″,https://gangabathfittings.com/product/010-metropole-flush-valve-concealed-body-with-control-cock-25mm-operation-plate-round-1/,https://gangabathfittings.com/wp-content/uploads/2023/06/010-450x450.jpg,Catalogue No : 010
ganga-cp-bath-fittings,010 – Metropole Flush Valve (Concealed Body) With Control Cock (25mm) Operation Plate (Round) 1″,https://gangabathfittings.com/product/010-metropole-flush-valve-concealed-body-with-control-cock-25mm-operation-plate-round-1-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/010-2-450x450.jpg,Catalogue No : 010
ganga-cp-bath-fittings,011 – Metropole Flush Valve Dual Flow (Cocealed Body) With Control Cock (40mm) Operation Plate (Round) 1.5″,https://gangabathfittings.com/product/011-metropole-flush-valve-dual-flow-cocealed-body-with-control-cock-40mm-operation-plate-round-1-5/,https://gangabathfittings.com/wp-content/uploads/2023/06/011-1-450x450.jpg,Catalogue No : 011
ganga-cp-bath-fittings,011 – Metropole Flush Valve Dual Flow (Concealed Body) With Control Cock (40mm) Operation Plate (Round) 1.5″,https://gangabathfittings.com/product/011-metropole-flush-valve-dual-flow-concealed-body-with-control-cock-40mm-operation-plate-round-1-5/,https://gangabathfittings.com/wp-content/uploads/2023/06/011-450x450.jpg,Catalogue No : 011
ganga-cp-bath-fittings,011 – Metropole Flush Valve Dual Flow (Concealed Body) With Control Cock (40mm) Operation Plate (Round) 1.5″,https://gangabathfittings.com/product/011-metropole-flush-valve-dual-flow-concealed-body-with-control-cock-40mm-operation-plate-round-1-5-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/011-2-450x450.jpg,Catalogue No : 011
ganga-cp-bath-fittings,012 – Metropole Flush Valve (Concealed Body) With Control Cock (40mm) Operation Plate (Ovel) 1.5″,https://gangabathfittings.com/product/012-metropole-flush-valve-concealed-body-with-control-cock-40mm-operation-plate-ovel-1-5/,https://gangabathfittings.com/wp-content/uploads/2023/06/012-450x450.jpg,Catalogue No : 012
ganga-cp-bath-fittings,013 – Metropole Flush Valve (Concealed Body) With Control Cock (32mm) Operation Plate (Round) 1.25″,https://gangabathfittings.com/product/013-metropole-flush-valve-concealed-body-with-control-cock-32mm-operation-plate-round-1-25/,https://gangabathfittings.com/wp-content/uploads/2023/06/013-450x450.jpg,Catalogue No : 013
ganga-cp-bath-fittings,014 – Metropole Flush Valve (Concealed Body) With Control Cock (25mm) Operation Plate (Ovel) 1″,https://gangabathfittings.com/product/014-metropole-flush-valve-concealed-body-with-control-cock-25mm-operation-plate-ovel-1/,https://gangabathfittings.com/wp-content/uploads/2023/06/014-450x450.jpg,Catalogue No : 014
ganga-cp-bath-fittings,015 – Metropole Flush Valve Dual Flow (Concealed Body) With Control Cock (40mm) Operation Plate (Ovel) 1.5″,https://gangabathfittings.com/product/015-metropole-flush-valve-dual-flow-concealed-body-with-control-cock-40mm-operation-plate-ovel-1-5/,https://gangabathfittings.com/wp-content/uploads/2023/06/015-450x450.jpg,Catalogue No : 015
ganga-cp-bath-fittings,016 – metropole flush valve (concealed body) with control cock (40mm) operation plate (square) 1.5,https://gangabathfittings.com/product/016-metropole-flush-valve-concealed-body-with-control-cock-40mm-operation-plate-square-1-5/,https://gangabathfittings.com/wp-content/uploads/2023/05/016-450x450.jpg,Catalogue No : 016
ganga-cp-bath-fittings,016 – Metropole Flush Valve (Concealed Body) With Control Cock (40MM) Operation Plate (Square) 1.5″,https://gangabathfittings.com/product/016-metropole-flush-valve-concealed-body-with-control-cock-40mm-operation-plate-square-1-5-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/016-450x450.jpg,Catalogue No : 016
ganga-cp-bath-fittings,016 – Metropole Flush Valve (Concealed Body) With Control Cock (40MM) Operation Plate (Square) 1.5″,https://gangabathfittings.com/product/016-metropole-flush-valve-concealed-body-with-control-cock-40mm-operation-plate-square-1-5-3/,https://gangabathfittings.com/wp-content/uploads/2023/06/016-1-450x450.jpg,Catalogue No : 016
ganga-cp-bath-fittings,017 – Metropole Flush Valve (Concealed Body) With Control Cock (32mm) Operation Plate (Square) 1.25″,https://gangabathfittings.com/product/017-metropole-flush-valve-concealed-body-with-control-cock-32mm-operation-plate-square-1-25/,https://gangabathfittings.com/wp-content/uploads/2023/06/017-450x450.jpg,Catalogue No : 017
ganga-cp-bath-fittings,017 – Metropole Flush Valve (Concealed Body) With Control Cock (32mm) Operation Plate (Square) 1.25″,https://gangabathfittings.com/product/017-metropole-flush-valve-concealed-body-with-control-cock-32mm-operation-plate-square-1-25-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/017-1-450x450.jpg,Catalogue No : 017
ganga-cp-bath-fittings,017 – Metropole Flush Valve(Concealed Body) With Control Cock (32mm) Operation Plate (square) 1.25,https://gangabathfittings.com/product/017-metropole-flush-valveconcealed-body-with-control-cock-32mm-operation-plate-square-1-25/,https://gangabathfittings.com/wp-content/uploads/2023/05/017-450x450.jpg,Catalogue No : 017
ganga-cp-bath-fittings,018 – Metropole Flush Valve  (Concealed Body) With Control Cock (25mm) Operation Plate (Square) 1″,https://gangabathfittings.com/product/018-metropole-flush-valve-concealed-body-with-control-cock-25mm-operation-plate-square-1-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/018-1-450x450.jpg,Catalogue No : 018
ganga-cp-bath-fittings,018 – Metropole Flush Valve (Concealed Body) With Control Cock (25mm) Operation Plate (Square) 1″,https://gangabathfittings.com/product/018-metropole-flush-valve-concealed-body-with-control-cock-25mm-operation-plate-square-1/,https://gangabathfittings.com/wp-content/uploads/2023/06/018-450x450.jpg,Catalogue No : 018
ganga-cp-bath-fittings,018 – Metropole Flush Valve(Concealed Body) With Control Cock (25mm) Operation Plate (square) 1,https://gangabathfittings.com/product/018-metropole-flush-valveconcealed-body-with-control-cock-25mm-operation-plate-square-1/,https://gangabathfittings.com/wp-content/uploads/2023/05/018-450x450.jpg,Catalogue No : 018
ganga-cp-bath-fittings,019 – Metropole Flush Valve Dual Flow (Concealed Body) With Control Cock (40mm) Operation Plate (Square) 1.5,https://gangabathfittings.com/product/019-metropole-flush-valve-dual-flow-concealed-body-with-control-cock-40mm-operation-plate-square-1-5/,https://gangabathfittings.com/wp-content/uploads/2023/05/019-450x450.jpg,Catalogue No : 019
ganga-cp-bath-fittings,019 – Metropole Flush Valve Dual Flow (Concealed Body) With Control Cock (40mm) Operation Plate (Square) 1.5″,https://gangabathfittings.com/product/019-metropole-flush-valve-dual-flow-concealed-body-with-control-cock-40mm-operation-plate-square-1-5-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/019-450x450.jpg,Catalogue No : 019
ganga-cp-bath-fittings,019 – Metropole Flush Valve Dual Flow (Concealed Body) With Control Cock (40mm) Operation Plate (Square) 1.5″,https://gangabathfittings.com/product/019-metropole-flush-valve-dual-flow-concealed-body-with-control-cock-40mm-operation-plate-square-1-5-3/,https://gangabathfittings.com/wp-content/uploads/2023/06/019-1-450x450.jpg,Catalogue No : 019
ganga-cp-bath-fittings,020/021  -Waste Cupling (32mm) Half Thread / Full Thread,https://gangabathfittings.com/product/020-021-waste-cupling-32mm-half-thread-full-thread/,https://gangabathfittings.com/wp-content/uploads/2023/06/020-21-450x450.jpg,Catalogue No : 020/021
ganga-cp-bath-fittings,022 – Bottle Trap,https://gangabathfittings.com/product/022-bottle-trap/,https://gangabathfittings.com/wp-content/uploads/2023/06/022-450x450.jpg,Catalogue No : 022
ganga-cp-bath-fittings,023 – Fit Elbow Action Bib Cock With Extended Lever Handle & Wall Flange,https://gangabathfittings.com/product/023-fit-elbow-action-bib-cock-with-extended-lever-handle-wall-flange/,https://gangabathfittings.com/wp-content/uploads/2023/06/023-450x450.jpg,Catalogue No : 023
ganga-cp-bath-fittings,024 – Fit Elbow Action Pillar Cock With Extended Lever Handle,https://gangabathfittings.com/product/024-fit-elbow-action-pillar-cock-with-extended-lever-handle-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/024-1-450x450.jpg,Catalogue No : 024
ganga-cp-bath-fittings,025 – Nozzle Bib Cock,https://gangabathfittings.com/product/025-nozzle-bib-cock/,https://gangabathfittings.com/wp-content/uploads/2023/06/025-450x450.jpg,Catalogue No : 025
ganga-cp-bath-fittings,026 – 2 in 1 Angle Cock,https://gangabathfittings.com/product/026-2-in-1-angle-cock/,https://gangabathfittings.com/wp-content/uploads/2023/06/026-450x450.jpg,Catalogue No : 026
ganga-cp-bath-fittings,028  – Nozzle Bib Cock,https://gangabathfittings.com/product/028-nozzle-bib-cock/,https://gangabathfittings.com/wp-content/uploads/2023/06/028-450x450.jpg,Catalogue No : 028
ganga-cp-bath-fittings,029  – 2 in 1 Angle Cock,https://gangabathfittings.com/product/029-2-in-1-angle-cock/,https://gangabathfittings.com/wp-content/uploads/2023/06/029-450x450.jpg,Catalogue No : 029
ganga-cp-bath-fittings,031  – Nozzle Bib Cock,https://gangabathfittings.com/product/031-nozzle-bib-cock/,https://gangabathfittings.com/wp-content/uploads/2023/06/031-450x450.jpg,Catalogue No : 031
ganga-cp-bath-fittings,032  – 2 in 1 Angle Cock,https://gangabathfittings.com/product/032-2-in-1-angle-cock/,https://gangabathfittings.com/wp-content/uploads/2023/06/032-450x450.jpg,Catalogue No : 032
ganga-cp-bath-fittings,033 – Project Metropole Flush Valve (Concealed Body) With Control Cock (40 MM) Operation Plate (Round) 1.5,https://gangabathfittings.com/product/033-project-metropole-flush-valve-concealed-body-with-control-cock-40-mm-operation-plate-round-1-5/,https://gangabathfittings.com/wp-content/uploads/2023/05/033-450x450.jpg,Catalogue No : 033
ganga-cp-bath-fittings,039 – Brass Extension Nipple 1″ Heavy,https://gangabathfittings.com/product/040-brass-extension-nipple-1-5-heavy/,https://gangabathfittings.com/wp-content/uploads/2023/06/039-1-450x450.jpg,Catalogue No : 039
ganga-cp-bath-fittings,040 – Brass Extension Nipple 1.5″ Heavy,https://gangabathfittings.com/product/048-bidet-spray-health-faucet-with-1-mtr-tube-hook-abs/,https://gangabathfittings.com/wp-content/uploads/2023/06/040-1-450x450.jpg,Catalogue No : 040
ganga-cp-bath-fittings,041 – Brass Extension Nipple 2″ Heavy,https://gangabathfittings.com/product/041-brass-extension-nipple-2-heavy/,https://gangabathfittings.com/wp-content/uploads/2023/06/041-450x450.jpg,Catalogue No : 041
ganga-cp-bath-fittings,042 – Brass Extension Nipple 2.5″ Heavy,https://gangabathfittings.com/product/042-brass-extension-nipple-2-5-heavy-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/042-1-450x450.jpg,Catalogue No : 042
ganga-cp-bath-fittings,043 – Brass Extension Nipple 3″ Heavy,https://gangabathfittings.com/product/043-brass-extension-nipple-3-heavy/,https://gangabathfittings.com/wp-content/uploads/2023/06/043-450x450.jpg,Catalogue No : 043
ganga-cp-bath-fittings,044 – Brass Extension Nipple 4″ Heavy,https://gangabathfittings.com/product/042-brass-extension-nipple-2-5-heavy/,https://gangabathfittings.com/wp-content/uploads/2023/06/044-450x450.jpg,Catalogue No : 044
ganga-cp-bath-fittings,045 – Brass Extension Nipple 6” Heavy,https://gangabathfittings.com/product/045-brass-extension-nipple-6-heavy/,https://gangabathfittings.com/wp-content/uploads/2023/06/045-450x450.jpg,Catalogue No : 045
ganga-cp-bath-fittings,046 – Bidet Spray (Health Faucet) With 1 Mtr. Tube & Hook (ABS),https://gangabathfittings.com/product/sh010-telephone-shower-abs-round-multiflow-5-with-1-5-mtr-tube-and-holder/,https://gangabathfittings.com/wp-content/uploads/2023/06/046-1-450x450.jpg,Catalogue No : 046
ganga-cp-bath-fittings,048 – Bidet Spray (Health Faucet) With 1 Mtr. Tube & Hook (ABS),https://gangabathfittings.com/product/048-bidet-spray-health-faucet-with-1-mtr-tube-hook-abs-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/048-2-450x450.jpg,Catalogue No : 048
ganga-cp-bath-fittings,049 – Bidet Spray (Health Faucet) With 1 Mtr. Tube & Hook (ABS),https://gangabathfittings.com/product/049-bidet-spray-health-faucet-with-1-mtr-tube-hook-abs/,https://gangabathfittings.com/wp-content/uploads/2023/06/049-450x450.jpg,Catalogue No : 049
ganga-cp-bath-fittings,050 – Soft Touch Flush Valve (Magnetic Function) (No Guarantee – No Warranty),https://gangabathfittings.com/product/024-fit-elbow-action-pillar-cock-with-extended-lever-handle/,https://gangabathfittings.com/wp-content/uploads/2023/06/050-450x450.jpg,Catalogue No : 050
ganga-cp-bath-fittings,051 – Metropole Flush Valve (Concealed Body) with Control Cock (40mm) Operation Plate 1.5″,https://gangabathfittings.com/product/051-metropole-flush-valve-concealed-body-with-control-cock-40mm-operation-plate-1-5/,https://gangabathfittings.com/wp-content/uploads/2023/06/051-450x450.jpg,Catalogue No : 051
ganga-cp-bath-fittings,051 – Metropole Flush Valve (Concealed Body) with Control Cock (40mm) Operation Plate 1.5″,https://gangabathfittings.com/product/051-metropole-flush-valve-concealed-body-with-control-cock-40mm-operation-plate-1-5-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/051-1-450x450.jpg,Catalogue No : 051
ganga-cp-bath-fittings,052 – Metropole Flush Valve (Concealed Body) with Control Coock (32MM)  Operation Plate 1.25″,https://gangabathfittings.com/product/052-metropole-flush-valve-concealed-body-with-control-coock-32mm-operation-plate-1-25/,https://gangabathfittings.com/wp-content/uploads/2023/06/052-450x450.jpg,Catalogue No : 051
ganga-cp-bath-fittings,052 – Metropole Flush Valve (Concealed Body) with Control Coock (32MM) Operation Plate 1.25″,https://gangabathfittings.com/product/052-metropole-flush-valve-concealed-body-with-control-coock-32mm-operation-plate-1-25-2/,https://gangabathfittings.com/wp-content/uploads/2023/06/052-1-450x450.jpg,Catalogue No : 052
ganga-cp-bath-fittings,053 – Metropole Flush Valve (Concealed Body) with Control Cock (25MM) Operation Plate 1″,https://gangabathfittings.com/product/053-metropole-flush-valve-concealed-body-with-control-cock-25mm-operation-plate-1/,https://gangabathfittings.com/wp-content/uploads/2023/06/053-450x450.jpg,Catalogue No : 053
ganga-cp-bath-fittings,053 – Metropole Flush Valve (Concealed Body) with Control Coock (25MM) Operation Plate 1″,https://gangabathfittings.com/product/053-metropole-flush-valve-concealed-body-with-control-coock-25mm-operation-plate-1/,https://gangabathfittings.com/wp-content/uploads/2023/06/053-2-450x450.jpg,Catalogue No : 053
ganga-cp-bath-fittings,054 – Metropole Flush Valve Dual Flow (Concealed Body) with Control Cock (40MM) Operation Plate 1.5″,https://gangabathfittings.com/product/054-metropole-flush-valve-dual-flow-concealed-body-with-control-cock-40mm-operation-plate-1-5/,https://gangabathfittings.com/wp-content/uploads/2023/06/054-450x450.jpg,Catalogue No : 054
ganga-cp-bath-fittings,054 – Metropole Flush Valve Dual Flow (Concealed Body) with Control Coock (40MM) Operation Plate 1.5″,https://gangabathfittings.com/product/054-metropole-flush-valve-dual-flow-concealed-body-with-control-coock-40mm-operation-plate-1-5/,https://gangabathfittings.com/wp-content/uploads/2023/06/054-2-450x450.jpg,Catalogue No : 054
ganga-cp-bath-fittings,055 Concealed Body of Single Lever Shower Mixer with 3 Way Diverter (Body + Cartridge),https://gangabathfittings.com/product/055-concealed-body-of-single-lever-shower-mixer-with-3-way-diverter-body-cartridge/,https://gangabathfittings.com/wp-content/uploads/2023/06/1-1-450x450.jpg,"Multi-Function Diverter with 3-Outlet High Flow
One Piece Casted Body
40mm High Flow Diverter Cartridge
56mm Multi-Function Cartridge
2 Modes Works Simultaneously (Mode 1+2 and 2+3 Caan be Used Simultaneously 1+3 cannot be used Simultaneously.)"
ganga-cp-bath-fittings,067 – Angular Stop Cock Light,https://gangabathfittings.com/product/067-angular-stop-cock-light/,https://gangabathfittings.com/wp-content/uploads/2023/06/1-8-450x450.jpg,Catalogue No : 067
ganga-cp-bath-fittings,101 –  Bib Cock with Wall Flange,https://gangabathfittings.com/product/101-bib-cock-with-wall-flange/,https://gangabathfittings.com/wp-content/uploads/2023/06/101-450x450.jpg,Catalogue No : 101
ganga-cp-bath-fittings,102 –   Pillar Cock,https://gangabathfittings.com/product/102-pillar-cock/,https://gangabathfittings.com/wp-content/uploads/2023/06/102-450x450.jpg,Catalogue No : 102
ganga-cp-bath-fittings,103 – Angular Stop Cock with  Wall Flange,https://gangabathfittings.com/product/103-angular-stop-cock-with-wall-flange/,https://gangabathfittings.com/wp-content/uploads/2023/06/103-450x450.jpg,Catalogue No : 103
ganga-cp-bath-fittings,104 –  Bib Cock Long Body With Wall Flange,https://gangabathfittings.com/product/104-bib-cock-long-body-with-wall-flange/,https://gangabathfittings.com/wp-content/uploads/2023/06/104-450x450.jpg,Catalogue No : 104
ganga-cp-bath-fittings,105 – 2 Way Bib Cock With Wall Flange,https://gangabathfittings.com/product/105-2-way-bib-cock-with-wall-flange/,https://gangabathfittings.com/wp-content/uploads/2023/06/105-450x450.jpg,Catalogue No : 105
ganga-cp-bath-fittings,1055 Body Jet Shower,https://gangabathfittings.com/product/1055-body-jet-shower/,https://gangabathfittings.com/wp-content/uploads/2023/06/2-450x450.jpg,Catalogue No – 1055
ganga-cp-bath-fittings,"106 – Concealed Stop Cock, Extra Heavy Body With Adjustable Wall Flange",https://gangabathfittings.com/product/106-concealed-stop-cock-extra-heavy-body-with-adjustable-wall-flange/,https://gangabathfittings.com/wp-content/uploads/2023/06/106-450x450.jpg,Catalogue No : 106
ganga-cp-bath-fittings,107 – Sink Cock With Regular Swinging Spout With Wall Flange (W/M),https://gangabathfittings.com/product/107-sink-cock-with-regular-swinging-spout-with-wall-flange-w-m/,https://gangabathfittings.com/wp-content/uploads/2023/06/107-450x450.jpg,Catalogue No : 107
ganga-cp-bath-fittings,108 – Sink Cock With Swinging Extended Spout With Wall Flange (W/M),https://gangabathfittings.com/product/108-sink-cock-with-swinging-extended-spout-with-wall-flange-w-m/,https://gangabathfittings.com/wp-content/uploads/2023/06/108-450x450.jpg,Catalogue No : 108
ganga-cp-bath-fittings,109 – Sink Cock With Regular Swinging Spout (T/M-Swan Neck),https://gangabathfittings.com/product/109-sink-cock-with-regular-swinging-spout-t-m-swan-neck/,https://gangabathfittings.com/wp-content/uploads/2023/06/109-450x450.jpg,Catalogue No : 109
ganga-cp-bath-fittings,110 – Sink Cock With Swinging Extended Spout (T/M-Swan Neck),https://gangabathfittings.com/product/110-sink-cock-with-swinging-extended-spout-t-m-swan-neck/,https://gangabathfittings.com/wp-content/uploads/2023/06/110-450x450.jpg,Catalogue No : 110
ganga-cp-bath-fittings,1101 –  Bib Cock with Wall Flange,https://gangabathfittings.com/product/1101-bib-cock-with-wall-flange/,https://gangabathfittings.com/wp-content/uploads/2023/06/1101-450x450.jpg,Catalogue No : 1101
ganga-cp-bath-fittings,1102 –   Pillar Cock,https://gangabathfittings.com/product/1102-pillar-cock/,https://gangabathfittings.com/wp-content/uploads/2023/06/1102-450x450.jpg,Catalogue No : 1102
ganga-cp-bath-fittings,1103 –  Angular Stop Cock with  Wall Flange,https://gangabathfittings.com/product/1103-angular-stop-cock-with-wall-flange/,https://gangabathfittings.com/wp-content/uploads/2023/06/1103-450x450.jpg,Catalogue No : 1103
ganga-cp-bath-fittings,1104-   Bib Cock Long Body With Wall Flange,https://gangabathfittings.com/product/1104-bib-cock-long-body-with-wall-flange/,https://gangabathfittings.com/wp-content/uploads/2023/06/1104-450x450.jpg,Catalogue No : 1104
ganga-cp-bath-fittings,1105 –   2 Way Bib Cock With Wall Flange,https://gangabathfittings.com/product/1105-2-way-bib-cock-with-wall-flange/,https://gangabathfittings.com/wp-content/uploads/2023/06/1105-450x450.jpg,Catalogue No : 1105
ganga-cp-bath-fittings,"1106 – Concealed Stop Cock, Extra Heavy Body With Adjustable Wall Flange",https://gangabathfittings.com/product/1106-concealed-stop-cock-extra-heavy-body-with-adjustable-wall-flange/,https://gangabathfittings.com/wp-content/uploads/2023/06/1106-450x450.jpg,Catalogue No : 1106
ganga-cp-bath-fittings,1107 – Sink Cock With Regular Swinging Spout With Wall Flange (W/M),https://gangabathfittings.com/product/1107-sink-cock-with-regular-swinging-spout-with-wall-flange-w-m/,https://gangabathfittings.com/wp-content/uploads/2023/06/1107-450x450.jpg,Catalogue No : 1107
ganga-cp-bath-fittings,1108 – Sink Cock With Regular Spout (T/M-Swan Neck),https://gangabathfittings.com/product/1108-sink-cock-with-regular-spout-t-m-swan-neck/,https://gangabathfittings.com/wp-content/uploads/2023/06/1108-450x450.jpg,Catalogue No : 1108
ganga-cp-bath-fittings,1109 – Central Hole Basin Mixer With Regular Spout With 450mm Braided Hoses,https://gangabathfittings.com/product/1109-central-hole-basin-mixer-with-regular-spout-with-450mm-braided-hoses/,https://gangabathfittings.com/wp-content/uploads/2023/06/1109-450x450.jpg,Catalogue No : 1109
ganga-cp-bath-fittings,111 – Central Hole Basin Mixer With Regular Spout With 450mm Braided Hoses,https://gangabathfittings.com/product/111-central-hole-basin-mixer-with-regular-spout-with-450mm-braided-hoses/,https://gangabathfittings.com/wp-content/uploads/2023/06/111-450x450.jpg,Catalogue No : 111
ganga-cp-bath-fittings,1110 – Wall Mixer With Bend For Arrangement of Overhead Shower,https://gangabathfittings.com/product/1110-wall-mixer-with-bend-for-arrangement-of-overhead-shower/,https://gangabathfittings.com/wp-content/uploads/2023/06/1110-450x450.jpg,Catalogue No : 1110
ganga-cp-bath-fittings,1111 – Wall Mixer With Crutch For Arrangement of Telephonic Shower,https://gangabathfittings.com/product/1111-wall-mixer-with-crutch-for-arrangement-of-telephonic-shower/,https://gangabathfittings.com/wp-content/uploads/2023/06/1111-450x450.jpg,Catalogue No : 1111
ganga-cp-bath-fittings,1112 – Wall Mixer 3 in 1 System With Provision For Both Telephonic & Overhead Shower,https://gangabathfittings.com/product/1112-wall-mixer-3-in-1-system-with-provision-for-both-telephonic-overhead-shower/,https://gangabathfittings.com/wp-content/uploads/2023/06/1112-450x450.jpg,Catalogue No : 1112
ganga-cp-bath-fittings,1113 – Flush Cock With Washer System & Adjustable Wall Flange (25mm),https://gangabathfittings.com/product/1113-flush-cock-with-washer-system-adjustable-wall-flange-25mm/,https://gangabathfittings.com/wp-content/uploads/2023/06/1113-450x450.jpg,Catalogue No : 1113
ganga-cp-bath-fittings,1114 – Flush Cock Ceramic Cartridge Quarter Turn & Adjustable Wall Flange (25mm),https://gangabathfittings.com/product/1114-flush-cock-ceramic-cartridge-quarter-turn-adjustable-wall-flange-25mm/,https://gangabathfittings.com/wp-content/uploads/2023/06/1114-450x450.jpg,Catalogue No : 1114
ganga-cp-bath-fittings,1116 – Sink Mixer With Regular Swinging Spout (W/M),https://gangabathfittings.com/product/1116-sink-mixer-with-regular-swinging-spout-w-m/,https://gangabathfittings.com/wp-content/uploads/2023/06/1116-450x450.jpg,Catalogue No : 1116
ganga-cp-bath-fittings,1117 – Wall Mixer Non Telephonic,https://gangabathfittings.com/product/1117-wall-mixer-non-telephonic/,https://gangabathfittings.com/wp-content/uploads/2023/06/1117-450x450.jpg,Catalogue No : 1117
ganga-cp-bath-fittings,1118 – Sink Cock With Regular Swinging Spout With Wall Flange (W/M) LEFT,https://gangabathfittings.com/product/1118-sink-cock-with-regular-swinging-spout-with-wall-flange-w-m-left/,https://gangabathfittings.com/wp-content/uploads/2023/06/1118-450x450.jpg,Catalogue No : 1118
ganga-cp-bath-fittings,1119 – Sink Cock With Regular Swinging Spout With Wall Flange (W/M) RIGHT,https://gangabathfittings.com/product/1119-sink-cock-with-regular-swinging-spout-with-wall-flange-w-m-right/,https://gangabathfittings.com/wp-content/uploads/2023/06/1119-450x450.jpg,Catalogue No : 1119
ganga-cp-bath-fittings,112 – Central Hole Basin Mixer With Extended Spout With 450mm Braided Hoses,https://gangabathfittings.com/product/112-central-hole-basin-mixer-with-extended-spout-with-450mm-braided-hoses/,https://gangabathfittings.com/wp-content/uploads/2023/06/112-450x450.jpg,Catalogue No : 112
